Score: 0.7708458304405212 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.723156929016113 -1.8150150775909424 -1.4563044309616089 0.6022824048995972 1.0663846731185913 1.8639726638793945 3.0297508239746094
Score: 0.06379637122154236 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.681903839111328 4.428803443908691 -1.307115912437439 0.5958350300788879 1.2177927494049072 1.7932279109954834 -0.24847951531410217
Score: 0.06217087060213089 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.372323989868164 -18.382707595825195 -0.9673013687133789 0.5937870144844055 1.1445846557617188 1.7470180988311768 2.6724727153778076
Score: 0.0609818659722805 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.542122840881348 -9.27993106842041 -0.7611091732978821 0.47103437781333923 1.7279542684555054 1.6854649782180786 3.2596421241760254
Score: 0.06051403284072876 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.008023500442505 2.65600848197937 -1.6992666721343994 0.6022686958312988 0.95191890001297 1.8161499500274658 4.153326034545898
Score: 0.05975855886936188 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.4633289575576782 2.6856882572174072 -1.2979494333267212 0.6690512299537659 0.8614336848258972 1.811234474182129 1.5655810832977295
Score: 0.05949456989765167 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.504570960998535 11.637491226196289 -1.6611000299453735 0.7085415720939636 0.5197578072547913 1.5553163290023804 3.5823755264282227
Score: 0.0582151859998703 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 14.802206993103027 -1.9926315546035767 -1.577694058418274 0.34464356303215027 1.7132076025009155 1.8843398094177246 3.306715965270996
Score: 0.057963866740465164 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.57037353515625 -9.163543701171875 -1.216701865196228 0.6188141107559204 0.6778373122215271 1.7313312292099 2.8534679412841797
Score: 0.05777547508478165 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.303308486938477 -9.04550552368164 -0.7596909403800964 0.439069539308548 1.7169139385223389 1.695691466331482 -0.01384403184056282
Score: 0.05759088322520256 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 46.048152923583984 -12.492147445678711 -0.6020746231079102 0.6171865463256836 0.7870709300041199 1.8227914571762085 2.700941801071167
Score: 0.05725724622607231 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.186594009399414 -8.498430252075195 -0.9851292371749878 0.3652118146419525 1.5524588823318481 1.7687941789627075 5.1831512451171875
Score: 0.0567377544939518 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.404272079467773 -18.486398696899414 -0.9230366349220276 0.5382744073867798 1.4375479221343994 1.733539342880249 1.8932485580444336
Score: 0.056540414690971375 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.05407597869634628 11.811790466308594 -1.3817106485366821 0.5941659212112427 1.8064106702804565 1.70855712890625 0.06418164819478989
Score: 0.05642975494265556 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.8262078762054443 4.460585594177246 -1.3352669477462769 0.5778956413269043 0.8194339871406555 1.7308429479599 -0.3339381515979767
Score: 0.056297000497579575 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.17655873298645 2.1524505615234375 -1.3083292245864868 0.6468489766120911 0.8198052644729614 1.7040764093399048 0.8098136782646179
Score: 0.05576959252357483 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.890789985656738 6.033797740936279 -1.5757018327713013 0.6290135383605957 1.070835828781128 1.7453747987747192 -0.2651253044605255
Score: 0.055492501705884933 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.12046115100383759 -15.3314208984375 -1.1654763221740723 0.5248497724533081 1.8190536499023438 1.7751357555389404 3.3921430110931396
Score: 0.054484546184539795 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 3.277268409729004 4.736401557922363 -1.2553768157958984 0.596491277217865 1.2265326976776123 1.9325141906738281 5.090251445770264
Score: 0.053150903433561325 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.053055062890052795 -4.063126564025879 -1.4814289808273315 0.6236881613731384 1.6488600969314575 1.7135212421417236 4.69023323059082
Score: 0.052957601845264435 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.08829286694526672 9.871593475341797 -1.3793741464614868 0.6638243794441223 1.7307910919189453 1.6934674978256226 0.011896873824298382
Score: 0.05281798541545868 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.9978127479553223 4.130736351013184 -1.6973240375518799 0.6040788888931274 1.235906720161438 1.6784617900848389 -0.36581331491470337
Score: 0.052413035184144974 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.221578598022461 -8.270264625549316 -1.3217686414718628 0.3909049332141876 1.5116920471191406 1.7767466306686401 5.005156517028809
Score: 0.051856379956007004 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.547370195388794 3.8756234645843506 -1.3546686172485352 0.5779370069503784 1.1272307634353638 1.814753532409668 2.6209096908569336
Score: 0.05115089565515518 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.80826473236084 -9.063553810119629 -0.6187982559204102 0.4192647337913513 1.7003377676010132 1.6355277299880981 4.815615177154541
Score: 0.05088965594768524 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.12283992767334 -8.674687385559082 -0.7974785566329956 0.4119907319545746 1.6832743883132935 1.6567918062210083 -0.5091498494148254
Score: 0.05083444342017174 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 40.257232666015625 -3.7256052494049072 -0.8463956713676453 0.6505254507064819 1.6799148321151733 1.6919314861297607 1.4818171262741089
Score: 0.05066901817917824 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.27616310119629 -18.64311981201172 -0.9176017642021179 0.5467990636825562 1.508629560470581 1.7857882976531982 1.983802080154419
Score: 0.050656672567129135 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.392009973526001 4.219314098358154 -1.4275307655334473 0.5776469707489014 0.8194858431816101 1.657227873802185 2.538431406021118
Score: 0.05026983469724655 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.235140800476074 -8.450784683227539 -1.0841703414916992 0.6172693967819214 0.6966944336891174 1.7613301277160645 2.8541581630706787
Score: 0.050200171768665314 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.3255615234375 -18.073413848876953 -0.7204728126525879 0.5640829801559448 1.4564111232757568 1.6798628568649292 0.38594233989715576
Score: 0.05008493363857269 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 18.219486236572266 -6.33909797668457 -1.9434635639190674 0.6818095445632935 0.9077835083007812 1.7529053688049316 4.7653679847717285
