Score: 0.5062219500541687 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 5.113677501678467 -5.032543659210205 -1.7355574369430542 1.5585721731185913 3.612398386001587 1.424084186553955 4.624051094055176
Score: 0.11271951347589493 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.24904140830039978 -15.690491676330566 -1.276183843612671 0.5977187156677246 1.8139925003051758 1.7454478740692139 3.2854793071746826
Score: 0.09802694618701935 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.292999267578125 -8.706741333007812 -0.7634500861167908 0.37921568751335144 1.6734240055084229 1.7067339420318604 5.159985542297363
Score: 0.09798493981361389 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.274373054504395 -8.408921241760254 -1.0272650718688965 0.33588021993637085 1.6707929372787476 1.693056344985962 5.236520767211914
Score: 0.09597998857498169 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 18.758060455322266 -16.263336181640625 -1.1127464771270752 0.5956007242202759 0.7151357531547546 1.7250722646713257 1.9148489236831665
Score: 0.0938156247138977 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.354728698730469 -9.187231063842773 -0.8892208337783813 0.414873331785202 1.6775389909744263 1.6555155515670776 4.402056694030762
Score: 0.09158544987440109 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.303621292114258 -8.859304428100586 -0.8014932870864868 0.3786179721355438 1.678454041481018 1.7232470512390137 5.065532207489014
Score: 0.08823847025632858 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.297713279724121 4.010001182556152 -1.4833513498306274 0.5593106150627136 0.9871422648429871 1.7358646392822266 2.482875108718872
Score: 0.0870392918586731 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.4781551361084 -18.185405731201172 -0.9126549959182739 0.5413628816604614 1.4255399703979492 1.73048734664917 1.3665554523468018
Score: 0.08636927604675293 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.0213623046875 -8.116498947143555 -1.3164135217666626 0.6063737273216248 0.7652616500854492 1.7241302728652954 3.9810099601745605
Score: 0.08552061766386032 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.20770111680030823 -10.494736671447754 -1.1502306461334229 0.7084299325942993 1.7775733470916748 1.7354623079299927 0.11677272617816925
Score: 0.08195257186889648 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.41161060333252 -8.776369094848633 -0.6735906600952148 0.40788087248802185 1.7390868663787842 1.6409350633621216 -0.5014861226081848
Score: 0.08100386708974838 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 12.364337921142578 -4.558734893798828 -1.1747405529022217 0.3181576132774353 1.7086501121520996 1.7753642797470093 4.390707015991211
Score: 0.08092068135738373 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.09891414642334 -8.337961196899414 -1.090545415878296 0.4560658633708954 1.463638186454773 1.7185719013214111 2.7828168869018555
Score: 0.08080575615167618 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.635293960571289 5.771783351898193 -1.5676031112670898 0.6394451856613159 0.9949991106987 1.7718987464904785 0.6520063281059265
Score: 0.08045640587806702 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 3.238715648651123 4.598778247833252 -1.2250936031341553 0.5631530284881592 1.1950536966323853 1.845238208770752 0.14551590383052826
Score: 0.0795355886220932 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.0386176109313965 3.720365285873413 -1.6580477952957153 0.5264347791671753 0.923920750617981 1.735148549079895 2.797363758087158
Score: 0.07903222739696503 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.609821319580078 4.128535747528076 -1.3487762212753296 0.5758768916130066 1.1249905824661255 1.8289225101470947 2.574239492416382
Score: 0.07844139635562897 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.997287392616272 3.2752625942230225 -1.5634918212890625 0.6153206825256348 1.1008187532424927 1.778132677078247 0.42318814992904663
Score: 0.07716982066631317 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.271291732788086 -18.9043025970459 -0.8282181024551392 0.5499677658081055 1.61588716506958 1.824495792388916 2.5466105937957764
Score: 0.07406260818243027 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.09411930292844772 10.503837585449219 -1.350886344909668 0.6573508977890015 1.7939094305038452 1.7139860391616821 3.2435574531555176
Score: 0.07250525057315826 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.2839088439941406 3.5187313556671143 -1.5364067554473877 0.5849394798278809 1.071337103843689 1.7905336618423462 -0.6173660755157471
Score: 0.07077088952064514 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.148761749267578 -19.239212036132812 -0.6628027558326721 0.5705518126487732 1.6638096570968628 1.8216285705566406 2.7169432640075684
Score: 0.06882525235414505 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.26899528503418 -18.645065307617188 -0.798262894153595 0.5576241612434387 1.5108058452606201 1.7563146352767944 2.764103889465332
Score: 0.068020761013031 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.663658142089844 -9.198419570922852 -0.8168047666549683 0.424207866191864 1.761635184288025 1.6255048513412476 4.761929512023926
Score: 0.06767354160547256 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.597319483757019 -3.792816400527954 -1.5827698707580566 0.6265077590942383 1.5097883939743042 1.5948554277420044 4.576257228851318
Score: 0.06591077893972397 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 0.8584639430046082 -2.351891040802002 -1.5474300384521484 0.635627031326294 0.7703017592430115 1.6881552934646606 0.7365443706512451
Score: 0.06427641957998276 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 11.765801429748535 -8.700084686279297 -1.0975450277328491 0.4198620021343231 1.7443749904632568 1.8808280229568481 -0.06442348659038544
Score: 0.06379637122154236 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.681903839111328 4.428803443908691 -1.307115912437439 0.5958350300788879 1.2177927494049072 1.7932279109954834 -0.24847951531410217
Score: 0.06217087060213089 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.372323989868164 -18.382707595825195 -0.9673013687133789 0.5937870144844055 1.1445846557617188 1.7470180988311768 2.6724727153778076
Score: 0.0609818659722805 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.542122840881348 -9.27993106842041 -0.7611091732978821 0.47103437781333923 1.7279542684555054 1.6854649782180786 3.2596421241760254
Score: 0.06051403284072876 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.008023500442505 2.65600848197937 -1.6992666721343994 0.6022686958312988 0.95191890001297 1.8161499500274658 4.153326034545898
Score: 0.05975855886936188 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.4633289575576782 2.6856882572174072 -1.2979494333267212 0.6690512299537659 0.8614336848258972 1.811234474182129 1.5655810832977295
Score: 0.05949456989765167 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.504570960998535 11.637491226196289 -1.6611000299453735 0.7085415720939636 0.5197578072547913 1.5553163290023804 3.5823755264282227
Score: 0.0582151859998703 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 14.802206993103027 -1.9926315546035767 -1.577694058418274 0.34464356303215027 1.7132076025009155 1.8843398094177246 3.306715965270996
Score: 0.057963866740465164 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.57037353515625 -9.163543701171875 -1.216701865196228 0.6188141107559204 0.6778373122215271 1.7313312292099 2.8534679412841797
Score: 0.05777547508478165 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.303308486938477 -9.04550552368164 -0.7596909403800964 0.439069539308548 1.7169139385223389 1.695691466331482 -0.01384403184056282
Score: 0.05759088322520256 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 46.048152923583984 -12.492147445678711 -0.6020746231079102 0.6171865463256836 0.7870709300041199 1.8227914571762085 2.700941801071167
Score: 0.05725724622607231 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.186594009399414 -8.498430252075195 -0.9851292371749878 0.3652118146419525 1.5524588823318481 1.7687941789627075 5.1831512451171875
Score: 0.0567377544939518 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.404272079467773 -18.486398696899414 -0.9230366349220276 0.5382744073867798 1.4375479221343994 1.733539342880249 1.8932485580444336
Score: 0.056540414690971375 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.05407597869634628 11.811790466308594 -1.3817106485366821 0.5941659212112427 1.8064106702804565 1.70855712890625 0.06418164819478989
Score: 0.05642975494265556 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.8262078762054443 4.460585594177246 -1.3352669477462769 0.5778956413269043 0.8194339871406555 1.7308429479599 -0.3339381515979767
Score: 0.056297000497579575 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.17655873298645 2.1524505615234375 -1.3083292245864868 0.6468489766120911 0.8198052644729614 1.7040764093399048 0.8098136782646179
Score: 0.05576959252357483 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.890789985656738 6.033797740936279 -1.5757018327713013 0.6290135383605957 1.070835828781128 1.7453747987747192 -0.2651253044605255
Score: 0.055492501705884933 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.12046115100383759 -15.3314208984375 -1.1654763221740723 0.5248497724533081 1.8190536499023438 1.7751357555389404 3.3921430110931396
Score: 0.054484546184539795 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 3.277268409729004 4.736401557922363 -1.2553768157958984 0.596491277217865 1.2265326976776123 1.9325141906738281 5.090251445770264
Score: 0.053150903433561325 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.053055062890052795 -4.063126564025879 -1.4814289808273315 0.6236881613731384 1.6488600969314575 1.7135212421417236 4.69023323059082
Score: 0.052957601845264435 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.08829286694526672 9.871593475341797 -1.3793741464614868 0.6638243794441223 1.7307910919189453 1.6934674978256226 0.011896873824298382
Score: 0.05281798541545868 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.9978127479553223 4.130736351013184 -1.6973240375518799 0.6040788888931274 1.235906720161438 1.6784617900848389 -0.36581331491470337
Score: 0.052413035184144974 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.221578598022461 -8.270264625549316 -1.3217686414718628 0.3909049332141876 1.5116920471191406 1.7767466306686401 5.005156517028809
Score: 0.051856379956007004 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.547370195388794 3.8756234645843506 -1.3546686172485352 0.5779370069503784 1.1272307634353638 1.814753532409668 2.6209096908569336
Score: 0.05115089565515518 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.80826473236084 -9.063553810119629 -0.6187982559204102 0.4192647337913513 1.7003377676010132 1.6355277299880981 4.815615177154541
Score: 0.05088965594768524 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.12283992767334 -8.674687385559082 -0.7974785566329956 0.4119907319545746 1.6832743883132935 1.6567918062210083 -0.5091498494148254
Score: 0.05083444342017174 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 40.257232666015625 -3.7256052494049072 -0.8463956713676453 0.6505254507064819 1.6799148321151733 1.6919314861297607 1.4818171262741089
Score: 0.05066901817917824 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.27616310119629 -18.64311981201172 -0.9176017642021179 0.5467990636825562 1.508629560470581 1.7857882976531982 1.983802080154419
Score: 0.050656672567129135 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.392009973526001 4.219314098358154 -1.4275307655334473 0.5776469707489014 0.8194858431816101 1.657227873802185 2.538431406021118
Score: 0.05026983469724655 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.235140800476074 -8.450784683227539 -1.0841703414916992 0.6172693967819214 0.6966944336891174 1.7613301277160645 2.8541581630706787
Score: 0.050200171768665314 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 19.3255615234375 -18.073413848876953 -0.7204728126525879 0.5640829801559448 1.4564111232757568 1.6798628568649292 0.38594233989715576
Score: 0.05008493363857269 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 18.219486236572266 -6.33909797668457 -1.9434635639190674 0.6818095445632935 0.9077835083007812 1.7529053688049316 4.7653679847717285
